[17/06/2022 20:29:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[21/06/2022 9:26:52] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[21/06/2022 9:26:53] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 9045] 
[21/06/2022 9:28:10] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:28:11] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/materials.htm] 
[21/06/2022 9:28:13] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 30059] 
[21/06/2022 9:28:18] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_admin], Params: [] 
[21/06/2022 9:28:19] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:28:20] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/recipes.htm] 
[21/06/2022 9:28:22] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 9124] 
[21/06/2022 9:51:04] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:51:05] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 9:51:06] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/agradew.htm] 
[21/06/2022 9:51:09] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 9036] 
[21/06/2022 9:52:17] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 9:53:39] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:53:41] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ gmshop/Jewels.htm] 
[21/06/2022 9:53:42] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_buy], Params: [ 9127] 
[21/06/2022 9:56:17] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn Merchant of Mammon], Params: [] 
[21/06/2022 9:56:37] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 31113], Params: [] 
[21/06/2022 9:57:14] --> GM: XxClaudinhaxX [268477771], Target: [Merchant of Mammon], Action: [admin_delete], Params: [] 
[21/06/2022 9:57:25] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_teleportto Merchant of Mammon], Params: [] 
[21/06/2022 9:57:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_teleportto Merchant of Mammon], Params: [] 
[21/06/2022 9:57:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_teleportto Merchant of Mammon], Params: [] 
[21/06/2022 9:57:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_teleportto Merchant of Mammon], Params: [] 
[21/06/2022 9:57:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_teleportto Merchant of Mammon], Params: [] 
[21/06/2022 9:57:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 1031113], Params: [] 
[21/06/2022 9:58:00] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 31113], Params: [] 
[21/06/2022 9:59:05] --> GM: XxClaudinhaxX [268477771], Target: [Merchant of Mammon], Action: [admin_delete], Params: [] 
[21/06/2022 10:00:42] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_delete], Params: [] 
[21/06/2022 10:01:39] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[21/06/2022 10:01:42] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[21/06/2022 10:01:43] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 10:01:46] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/rune.htm] 
[21/06/2022 10:01:47] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 44070 -50243 -796] 
[21/06/2022 10:03:42] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [] 
[21/06/2022 10:03:55] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [ 8] 
[21/06/2022 10:04:02] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[21/06/2022 10:04:03] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_remove_all_skills], Params: [] 
[21/06/2022 10:04:06] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[21/06/2022 10:04:07] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_give_all_skills], Params: [] 
[21/06/2022 10:04:17] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[21/06/2022 10:04:18] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 10:04:19] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[21/06/2022 10:04:21] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_buy], Params: [ 9048] 
[21/06/2022 10:04:40] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [] 
[21/06/2022 10:04:42] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [ 93] 
[21/06/2022 10:04:45] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[21/06/2022 10:04:46] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_remove_all_skills], Params: [] 
[21/06/2022 10:04:48] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[21/06/2022 10:04:50] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_give_all_skills], Params: [] 
[21/06/2022 10:06:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_enchant lhand +4], Params: [] 
[21/06/2022 10:06:37] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setew], Params: [ 25] 
[21/06/2022 10:08:04] --> GM: XxClaudinhaxX [268477771], Target: [Dominic], Action: [admin_admin], Params: [] 
[21/06/2022 10:08:05] --> GM: XxClaudinhaxX [268477771], Target: [Dominic], Action: [admin_move_to], Params: [] 
[21/06/2022 10:08:06] --> GM: XxClaudinhaxX [268477771], Target: [Dominic], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 10:08:08] --> GM: XxClaudinhaxX [268477771], Target: [Dominic], Action: [admin_help], Params: [ tele/towns/rune.htm] 
[21/06/2022 10:08:12] --> GM: XxClaudinhaxX [268477771], Target: [Dominic], Action: [admin_move_to], Params: [ 44070 -50243 -796] 
[21/06/2022 10:09:00] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_invis], Params: [] 
[21/06/2022 10:11:53] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 10:20:47] --> GM: XxClaudinhaxX [268477771], Target: [Gremory], Action: [admin_invis], Params: [] 
[21/06/2022 10:25:06] --> GM: XxClaudinhaxX [268477771], Target: [Judge of Light], Action: [admin_kill], Params: [] 
[21/06/2022 10:29:07] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_spawn 20701], Params: [] 
[21/06/2022 10:30:54] --> GM: XxClaudinhaxX [268477771], Target: [Amanda], Action: [admin_delete], Params: [] 
[21/06/2022 10:31:11] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[21/06/2022 10:31:19] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[21/06/2022 10:31:22] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[21/06/2022 10:31:25] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_invul], Params: [] 
[21/06/2022 10:31:32] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_invul], Params: [] 
[21/06/2022 10:32:48] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Worshiper], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 10:33:00] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Worshiper], Action: [admin_invul], Params: [] 
[21/06/2022 10:34:36] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Disciple], Action: [admin_kill], Params: [] 
[21/06/2022 10:34:39] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Worshiper], Action: [admin_kill], Params: [] 
[21/06/2022 10:34:44] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Disciple], Action: [admin_kill], Params: [] 
[21/06/2022 10:34:47] --> GM: XxClaudinhaxX [268477771], Target: [Splendor Worshiper], Action: [admin_kill], Params: [] 
[21/06/2022 12:19:21] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 12:19:55] --> GM: XxClaudinhaxX [268477771], Target: [null], Action: [admin_open], Params: [] 
[21/06/2022 12:20:00] --> GM: XxClaudinhaxX [268477771], Target: [null], Action: [admin_close], Params: [] 
[21/06/2022 12:20:15] --> GM: XxClaudinhaxX [268477771], Target: [null], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:20:44] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:20:55] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:21:11] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:21:19] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:21:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[21/06/2022 12:21:53] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[21/06/2022 12:21:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[21/06/2022 12:21:57] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 12:21:58] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[21/06/2022 12:21:59] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[21/06/2022 12:22:53] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[21/06/2022 12:22:55] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[21/06/2022 12:23:38] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_itemcreate], Params: [] 
[21/06/2022 12:23:44] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_create_item], Params: [ 9819] 
[21/06/2022 12:24:11] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[21/06/2022 12:24:14] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 9823] 
[21/06/2022 12:24:25] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[21/06/2022 12:24:26] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[21/06/2022 12:24:30] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 9820] 
[21/06/2022 12:24:49] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[21/06/2022 12:24:53] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 9821] 
[21/06/2022 12:24:56] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[21/06/2022 12:24:59] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 9822] 
[21/06/2022 12:25:30] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_admin], Params: [] 
[21/06/2022 12:25:31] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [] 
[21/06/2022 12:25:32] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 12:25:34] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns/rune.htm] 
[21/06/2022 12:25:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [ 44070 -50243 -796] 
[21/06/2022 12:27:16] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[21/06/2022 12:27:19] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_buy], Params: [ 3002] 
[21/06/2022 12:28:28] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 0], Params: [] 
[21/06/2022 12:29:10] --> GM: XxClaudinhaxX [268477771], Target: [Gatekeeper Zombie], Action: [admin_gmshop], Params: [] 
[21/06/2022 12:29:13] --> GM: XxClaudinhaxX [268477771], Target: [Gatekeeper Zombie], Action: [admin_buy], Params: [ 3001] 
[21/06/2022 12:30:21] --> GM: XxClaudinhaxX [268477771], Target: [Gatekeeper Zombie], Action: [admin_kill], Params: [] 
[21/06/2022 16:40:09] --> GM: XxClaudinhaxX [268477771], Target: [Zombie Worker], Action: [admin_show_droplist], Params: [ 22140] 
[21/06/2022 16:40:23] --> GM: XxClaudinhaxX [268477771], Target: [Zombie Worker], Action: [admin_edit_drop], Params: [ 22140 8732 2] 
[21/06/2022 16:54:49] --> GM: XxClaudinhaxX [268477771], Target: [Zombie Worker], Action: [admin_gmspeed 4], Params: [] 
[24/06/2022 21:05:24] --> GM: XxClaudinhaxX [268477771], Target: [Zombie Worker], Action: [admin_gmshop], Params: [] 
[24/06/2022 21:05:27] --> GM: XxClaudinhaxX [268477771], Target: [Zombie Worker], Action: [admin_buy], Params: [ 300511] 
[24/06/2022 21:05:42] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[24/06/2022 21:05:43] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[24/06/2022 21:05:44] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[24/06/2022 21:05:45] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[24/06/2022 21:05:46] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[24/06/2022 21:07:24] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[24/06/2022 21:07:47] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_admin], Params: [] 
[24/06/2022 21:07:48] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [] 
[24/06/2022 21:07:52] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/interlude.htm] 
[24/06/2022 21:07:54] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ teleports.htm] 
[24/06/2022 21:07:55] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[24/06/2022 21:08:03] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_moves], Params: [] 
[24/06/2022 21:08:05] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/c4.htm] 
[24/06/2022 21:08:13] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/other.htm] 
[24/06/2022 21:08:15] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_moves], Params: [] 
[24/06/2022 21:08:17] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/c2.htm] 
[24/06/2022 21:08:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_moves], Params: [] 
[24/06/2022 21:08:39] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[24/06/2022 21:08:55] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_admin], Params: [] 
[24/06/2022 21:08:56] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [] 
[24/06/2022 21:08:57] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns.htm] 
[24/06/2022 21:08:59] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns/rune.htm] 
[24/06/2022 21:09:02] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [ 44070 -50243 -796] 
[24/06/2022 21:09:09] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[24/06/2022 21:09:52] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_edit_character], Params: [] 
[24/06/2022 21:10:02] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_changename], Params: [ XxAdilioxX] 
