[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[06/07/2022 23:52:23] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:24] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:29] --> GM: XxAdilioxX [268477771], Target: [Handmaiden of Themis], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:32] --> GM: XxAdilioxX [268477771], Target: [Handmaiden of Themis], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:32] --> GM: XxAdilioxX [268477771], Target: [Palibati Queen Themis], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:33] --> GM: XxAdilioxX [268477771], Target: [Palibati Queen Themis], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:33] --> GM: XxAdilioxX [268477771], Target: [Palibati Queen Themis], Action: [admin_kill], Params: [] 
[06/07/2022 23:52:59] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:02] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:04] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:05] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:07] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:10] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:12] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:14] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:16] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:20] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:21] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:22] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_res], Params: [] 
[06/07/2022 23:53:22] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:22] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_res], Params: [] 
[06/07/2022 23:53:22] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:23] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_res], Params: [] 
[06/07/2022 23:53:23] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:23] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_res], Params: [] 
[06/07/2022 23:53:26] --> GM: XxAdilioxX [268477771], Target: [Trives], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:30] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:32] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:33] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:34] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:42] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:46] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:52] --> GM: XxAdilioxX [268477771], Target: [Doom Knight], Action: [admin_kill], Params: [] 
[06/07/2022 23:53:53] --> GM: XxAdilioxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[06/07/2022 23:54:17] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[06/07/2022 23:54:19] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[06/07/2022 23:54:21] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[06/07/2022 23:54:22] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[06/07/2022 23:54:23] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[06/07/2022 23:57:04] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[06/07/2022 23:57:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_remove_all_skills], Params: [] 
[06/07/2022 23:57:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[06/07/2022 23:57:11] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_give_all_skills], Params: [] 
[07/07/2022 0:03:25] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[07/07/2022 0:03:36] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9828] 
[07/07/2022 0:03:37] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[07/07/2022 0:03:54] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9824] 
[07/07/2022 0:03:55] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[07/07/2022 0:03:59] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9825] 
[07/07/2022 0:04:00] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[07/07/2022 0:04:04] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9826] 
[07/07/2022 0:04:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[07/07/2022 0:04:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9827] 
[07/07/2022 0:04:40] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmspeed 4], Params: [] 
[07/07/2022 0:06:36] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_gmspeed 4], Params: [] 
[07/07/2022 0:09:21] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_admin], Params: [] 
[07/07/2022 0:09:23] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_move_to], Params: [] 
[07/07/2022 0:09:23] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_help], Params: [ tele/towns.htm] 
[07/07/2022 0:09:24] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[07/07/2022 0:09:25] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[07/07/2022 0:10:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[07/07/2022 0:10:15] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[07/07/2022 0:11:00] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmspeed 0], Params: [] 
[07/07/2022 0:11:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[07/07/2022 0:11:11] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[07/07/2022 0:11:14] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[07/07/2022 0:11:20] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_buy], Params: [ 9052] 
[07/07/2022 0:11:38] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[07/07/2022 0:11:41] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_buy], Params: [ 300511] 
[07/07/2022 0:11:54] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_admin], Params: [] 
[07/07/2022 0:11:55] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [] 
[07/07/2022 0:11:57] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ tele/towns.htm] 
[07/07/2022 0:12:00] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_moves], Params: [] 
[07/07/2022 0:12:02] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[07/07/2022 0:12:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [ 56095 -118952 -3290] 
[07/07/2022 0:21:41] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[07/07/2022 0:21:42] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[07/07/2022 0:21:43] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[07/07/2022 0:21:45] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[07/07/2022 0:21:46] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[07/07/2022 0:29:24] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_recall TESTE], Params: [] 
[07/07/2022 0:29:32] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to -16545 -39603 -10725], Params: [] 
[07/07/2022 0:36:09] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_reload npc], Params: [] 
[07/07/2022 0:36:10] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_reload npc], Params: [] 
[07/07/2022 0:36:21] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_show_droplist], Params: [ 22149] 
[07/07/2022 0:37:20] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:20] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:20] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:21] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:21] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:21] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:22] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:22] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:22] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:22] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:23] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:23] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:24] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:24] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:24] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:25] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:26] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:29] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:31] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:32] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:33] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:34] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:35] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:36] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:37] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:38] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:39] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:39] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
[07/07/2022 0:37:39] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_res], Params: [] 
[07/07/2022 0:37:39] --> GM: XxAdilioxX [268477771], Target: [Ritual Offering], Action: [admin_kill], Params: [] 
